year;month;date_str
1996;4;29/04/1996
1996;5;03/05/1996
1996;5;11/05/1996
1996;5;17/05/1996
1996;5;21/05/1996
1996;5;21/05/1996
1996;5;24/05/1996
1996;5;24/05/1996
1996;5;29/05/1996
1996;5;31/05/1996
1996;6;03/06/1996
1996;6;04/06/1996
1996;6;05/06/1996
1996;6;06/06/1996
1996;6;07/06/1996
1996;6;13/06/1996
1996;6;14/06/1996
1996;6;16/06/1996
1996;6;18/06/1996
1996;6;19/06/1996
1996;6;19/06/1996
1996;6;23/06/1996
1996;6;25/06/1996
1996;6;25/06/1996
1996;6;28/06/1996
1996;6;28/06/1996
1996;6;28/06/1996
1996;6;28/06/1996
1996;7;01/07/1996
1996;7;02/07/1996
1996;7;03/07/1996
1996;7;08/07/1996
1996;7;08/07/1996
1996;7;08/07/1996
1996;7;10/07/1996
1996;7;10/07/1996
1996;7;10/07/1996
1996;7;11/07/1996
1996;7;11/07/1996
1996;7;12/07/1996
1996;7;13/07/1996
1996;7;17/07/1996
1996;7;23/07/1996
1996;7;23/07/1996
1996;7;24/07/1996
1996;7;24/07/1996
1996;7;25/07/1996
1996;7;26/07/1996
1996;7;26/07/1996
1996;7;27/07/1996
1996;7;29/07/1996
1996;7;29/07/1996
1996;7;29/07/1996
1996;8;02/08/1996
1996;8;02/08/1996
1996;8;02/08/1996
1996;8;04/08/1996
1996;8;05/08/1996
1996;8;05/08/1996
1996;8;05/08/1996
1996;8;05/08/1996
1996;8;05/08/1996
1996;8;05/08/1996
1996;8;06/08/1996
1996;8;06/08/1996
1996;8;07/08/1996
1996;8;07/08/1996
1996;8;07/08/1996
1996;8;07/08/1996
1996;8;08/08/1996
1996;8;09/08/1996
1996;8;09/08/1996
1996;8;09/08/1996
1996;8;12/08/1996
1996;8;12/08/1996
1996;8;12/08/1996
1996;8;13/08/1996
1996;8;13/08/1996
1996;8;13/08/1996
1996;8;13/08/1996
1996;8;15/08/1996
1996;8;15/08/1996
1996;8;17/08/1996
1996;8;19/08/1996
1996;8;19/08/1996
1996;8;19/08/1996
1996;8;21/08/1996
1996;8;21/08/1996
1996;8;22/08/1996
1996;8;22/08/1996
1996;8;22/08/1996
1996;8;23/08/1996
1996;8;23/08/1996
1996;8;24/08/1996
1996;8;25/08/1996
1996;8;26/08/1996
1996;8;26/08/1996
1996;8;26/08/1996
1996;8;26/08/1996
1996;8;26/08/1996
1996;8;26/08/1996
1996;8;27/08/1996
1996;8;27/08/1996
1996;8;28/08/1996
1996;8;28/08/1996
1996;8;28/08/1996
1996;8;29/08/1996
1996;9;02/09/1996
1996;9;02/09/1996
1996;9;02/09/1996
1996;9;02/09/1996
1996;9;03/09/1996
1996;9;03/09/1996
1996;9;06/09/1996
1996;9;09/09/1996
1996;9;10/09/1996
1996;9;10/09/1996
1996;9;10/09/1996
1996;9;11/09/1996
1996;9;12/09/1996
1996;9;13/09/1996
1996;9;13/09/1996
1996;9;13/09/1996
1996;9;16/09/1996
1996;9;17/09/1996
1996;9;17/09/1996
1996;9;18/09/1996
1996;9;18/09/1996
1996;9;19/09/1996
1996;9;20/09/1996
1996;9;20/09/1996
1996;9;20/09/1996
1996;9;21/09/1996
1996;9;23/09/1996
1996;9;23/09/1996
1996;9;23/09/1996
1996;9;23/09/1996
1996;9;24/09/1996
1996;9;25/09/1996
1996;9;25/09/1996
1996;9;27/09/1996
1996;9;27/09/1996
1996;9;30/09/1996
1996;9;30/09/1996
1996;10;01/10/1996
1996;10;01/10/1996
1996;10;02/10/1996
1996;10;03/10/1996
1996;10;03/10/1996
1996;10;03/10/1996
1996;10;08/10/1996
1996;10;11/10/1996
1996;10;12/10/1996
1996;10;14/10/1996
1996;10;17/10/1996
1996;10;18/10/1996
1996;10;18/10/1996
1996;10;18/10/1996
1996;10;18/10/1996
1996;10;21/10/1996
1996;10;21/10/1996
1996;10;21/10/1996
1996;10;22/10/1996
1996;10;22/10/1996
1996;10;23/10/1996
1996;10;23/10/1996
1996;10;24/10/1996
1996;10;24/10/1996
1996;10;24/10/1996
1996;10;25/10/1996
1996;10;25/10/1996
1996;10;25/10/1996
1996;10;26/10/1996
1996;10;28/10/1996
1996;10;28/10/1996
1996;10;30/10/1996
1996;10;31/10/1996
1996;10;31/10/1996
1996;10;31/10/1996
1996;11;01/11/1996
1996;11;01/11/1996
1996;11;03/11/1996
1996;11;04/11/1996
1996;11;04/11/1996
1996;11;05/11/1996
1996;11;07/11/1996
1996;11;07/11/1996
1996;11;07/11/1996
1996;11;08/11/1996
1996;11;12/11/1996
1996;11;12/11/1996
1996;11;13/11/1996
1996;11;14/11/1996
1996;11;14/11/1996
1996;11;14/11/1996
1996;11;15/11/1996
1996;11;17/11/1996
1996;11;18/11/1996
1996;11;19/11/1996
1996;11;19/11/1996
1996;11;20/11/1996
1996;11;21/11/1996
1996;11;22/11/1996
1996;11;22/11/1996
1996;11;22/11/1996
1996;11;25/11/1996
1996;11;25/11/1996
1996;11;25/11/1996
1996;11;25/11/1996
1996;11;26/11/1996
1996;11;27/11/1996
1996;11;28/11/1996
1996;11;28/11/1996
1996;11;29/11/1996
1996;11;29/11/1996
1996;11;29/11/1996
1996;11;29/11/1996
1996;11;29/11/1996
1996;11;30/11/1996
1996;12;01/12/1996
1996;12;02/12/1996
1996;12;03/12/1996
1996;12;03/12/1996
1996;12;03/12/1996
1996;12;03/12/1996
1996;12;04/12/1996
1996;12;04/12/1996
1996;12;05/12/1996
1996;12;05/12/1996
1996;12;07/12/1996
1996;12;09/12/1996
1996;12;09/12/1996
1996;12;09/12/1996
1996;12;09/12/1996
1996;12;10/12/1996
1996;12;11/12/1996
1996;12;11/12/1996
1996;12;11/12/1996
1996;12;12/12/1996
1996;12;12/12/1996
1996;12;12/12/1996
1996;12;13/12/1996
1996;12;16/12/1996
1996;12;16/12/1996
1996;12;16/12/1996
1996;12;17/12/1996
1996;12;17/12/1996
1996;12;19/12/1996
1996;12;20/12/1996
1996;12;20/12/1996
1996;12;23/12/1996
1996;12;23/12/1996
1996;12;25/12/1996
1996;12;27/12/1996
1996;12;31/12/1996
1997;1;02/01/1997
1997;1;02/01/1997
1997;1;03/01/1997
1997;1;03/01/1997
1997;1;03/01/1997
1997;1;07/01/1997
1997;1;08/01/1997
1997;1;10/01/1997
1997;1;10/01/1997
1997;1;11/01/1997
1997;1;13/01/1997
1997;1;13/01/1997
1997;1;14/01/1997
1997;1;15/01/1997
1997;1;16/01/1997
1997;1;16/01/1997
1997;1;16/01/1997
1997;1;20/01/1997
1997;1;21/01/1997
1997;1;21/01/1997
1997;1;23/01/1997
1997;1;31/01/1997
1997;1;31/01/1997
1997;2;03/02/1997
1997;2;04/02/1997
1997;2;18/02/1997
1997;2;21/02/1997
1997;2;24/02/1997
1997;2;24/02/1997
1997;2;27/02/1997
1997;3;03/03/1997
1997;3;04/03/1997
1997;3;06/03/1997
1997;3;17/03/1997
1997;4;01/04/1997
1997;4;08/04/1997
1997;4;15/04/1997
1997;4;17/04/1997
1997;4;21/04/1997
1997;4;21/04/1997
1997;4;26/04/1997
1997;5;02/05/1997
1997;5;03/05/1997
1997;5;05/05/1997
1997;5;05/05/1997
1997;5;05/05/1997
1997;5;09/05/1997
1997;5;19/05/1997
1997;5;20/05/1997
1997;5;24/05/1997
1997;5;26/05/1997
1997;5;26/05/1997
1997;5;30/05/1997
1997;6;02/06/1997
1997;6;02/06/1997
1997;6;03/06/1997
1997;6;05/06/1997
1997;6;09/06/1997
1997;6;09/06/1997
1997;6;09/06/1997
1997;6;09/06/1997
1997;6;10/06/1997
1997;6;10/06/1997
1997;6;12/06/1997
1997;6;12/06/1997
1997;6;16/06/1997
1997;6;16/06/1997
1997;6;19/06/1997
1997;6;22/06/1997
1997;6;23/06/1997
1997;6;23/06/1997
1997;6;23/06/1997
1997;6;23/06/1997
1997;6;24/06/1997
1997;6;24/06/1997
1997;6;25/06/1997
1997;6;26/06/1997
1997;6;30/06/1997
1997;7;01/07/1997
1997;7;01/07/1997
1997;7;02/07/1997
1997;7;03/07/1997
1997;7;03/07/1997
1997;7;04/07/1997
1997;7;07/07/1997
1997;7;07/07/1997
1997;7;07/07/1997
1997;7;08/07/1997
1997;7;09/07/1997
1997;7;10/07/1997
1997;7;10/07/1997
1997;7;11/07/1997
1997;7;13/07/1997
1997;7;14/07/1997
1997;7;16/07/1997
1997;7;18/07/1997
1997;7;18/07/1997
1997;7;21/07/1997
1997;7;21/07/1997
1997;7;22/07/1997
1997;7;23/07/1997
1997;7;25/07/1997
1997;7;25/07/1997
1997;7;26/07/1997
1997;7;28/07/1997
1997;7;28/07/1997
1997;7;29/07/1997
1997;7;30/07/1997
1997;7;30/07/1997
1997;7;30/07/1997
1997;7;30/07/1997
1997;7;31/07/1997
1997;8;04/08/1997
1997;8;05/08/1997
1997;8;05/08/1997
1997;8;05/08/1997
1997;8;06/08/1997
1997;8;06/08/1997
1997;8;08/08/1997
1997;8;08/08/1997
1997;8;08/08/1997
1997;8;11/08/1997
1997;8;11/08/1997
1997;8;12/08/1997
1997;8;13/08/1997
1997;8;14/08/1997
1997;8;18/08/1997
1997;8;18/08/1997
1997;8;18/08/1997
1997;8;20/08/1997
1997;8;21/08/1997
1997;8;22/08/1997
1997;8;22/08/1997
1997;8;22/08/1997
1997;8;22/08/1997
1997;8;25/08/1997
1997;8;25/08/1997
1997;8;26/08/1997
1997;8;27/08/1997
1997;8;27/08/1997
1997;8;27/08/1997
1997;8;27/08/1997
1997;8;28/08/1997
1997;8;28/08/1997
1997;9;01/09/1997
1997;9;01/09/1997
1997;9;02/09/1997
1997;9;02/09/1997
1997;9;03/09/1997
1997;9;03/09/1997
1997;9;04/09/1997
1997;9;04/09/1997
1997;9;05/09/1997
1997;9;08/09/1997
1997;9;09/09/1997
1997;9;12/09/1997
1997;9;12/09/1997
1997;9;16/09/1997
1997;9;18/09/1997
1997;9;20/09/1997
1997;9;25/09/1997
1997;9;25/09/1997
1997;9;30/09/1997
1997;10;01/10/1997
1997;10;01/10/1997
1997;10;02/10/1997
1997;10;03/10/1997
1997;10;09/10/1997
1997;10;20/10/1997
1997;10;20/10/1997
1997;10;21/10/1997
1997;10;21/10/1997
1997;10;23/10/1997
1997;10;23/10/1997
1997;10;24/10/1997
1997;10;26/10/1997
1997;10;27/10/1997
1997;10;27/10/1997
1997;10;30/10/1997
1997;10;30/10/1997
1997;10;31/10/1997
1997;10;31/10/1997
1997;10;31/10/1997
1997;10;31/10/1997
1997;11;03/11/1997
1997;11;04/11/1997
1997;11;04/11/1997
1997;11;04/11/1997
1997;11;06/11/1997
1997;11;06/11/1997
1997;11;07/11/1997
1997;11;07/11/1997
1997;11;08/11/1997
1997;11;09/11/1997
1997;11;10/11/1997
1997;11;10/11/1997
1997;11;11/11/1997
1997;11;12/11/1997
1997;11;12/11/1997
1997;11;12/11/1997
1997;11;12/11/1997
1997;11;14/11/1997
1997;11;17/11/1997
1997;11;18/11/1997
1997;11;20/11/1997
1997;11;21/11/1997
1997;11;21/11/1997
1997;11;21/11/1997
1997;11;21/11/1997
1997;11;22/11/1997
1997;11;22/11/1997
1997;11;24/11/1997
1997;11;24/11/1997
1997;11;25/11/1997
1997;11;25/11/1997
1997;11;27/11/1997
1997;12;01/12/1997
1997;12;03/12/1997
1997;12;04/12/1997
1997;12;04/12/1997
1997;12;05/12/1997
1997;12;05/12/1997
1997;12;05/12/1997
1997;12;05/12/1997
1997;12;08/12/1997
1997;12;09/12/1997
1997;12;10/12/1997
1997;12;12/12/1997
1997;12;12/12/1997
1997;12;15/12/1997
1997;12;15/12/1997
1997;12;16/12/1997
1997;12;17/12/1997
1997;12;17/12/1997
1997;12;17/12/1997
1997;12;17/12/1997
1997;12;18/12/1997
1997;12;18/12/1997
1997;12;19/12/1997
1997;12;22/12/1997
1997;12;22/12/1997
1997;12;22/12/1997
1997;12;23/12/1997
1997;12;23/12/1997
1997;12;25/12/1997
1997;12;25/12/1997
1997;12;26/12/1997
1997;12;29/12/1997
1997;12;29/12/1997
1997;12;29/12/1997
1997;12;30/12/1997
1997;12;31/12/1997
1997;12;31/12/1997
1998;1;02/01/1998
1998;1;05/01/1998
1998;1;08/01/1998
1998;1;09/01/1998
1998;1;09/01/1998
1998;1;09/01/1998
1998;1;17/01/1998
1998;1;19/01/1998
1998;1;19/01/1998
1998;1;19/01/1998
1998;1;19/01/1998
1998;1;20/01/1998
1998;1;20/01/1998
1998;1;21/01/1998
1998;1;22/01/1998
1998;1;23/01/1998
1998;1;23/01/1998
1998;1;28/01/1998
1998;1;29/01/1998
1998;1;29/01/1998
1998;1;30/01/1998
1998;1;30/01/1998
1998;2;02/02/1998
1998;2;02/02/1998
1998;2;02/02/1998
1998;2;05/02/1998
1998;2;06/02/1998
1998;2;09/02/1998
1998;2;09/02/1998
1998;2;12/02/1998
1998;2;18/02/1998
1998;2;20/02/1998
1998;2;20/02/1998
1998;3;02/03/1998
1998;3;04/03/1998
1998;3;05/03/1998
1998;3;06/03/1998
1998;3;09/03/1998
1998;3;17/03/1998
1998;3;19/03/1998
1998;3;21/03/1998
1998;4;01/04/1998
1998;4;06/04/1998
1998;4;08/04/1998
1998;4;09/04/1998
1998;4;15/04/1998
1998;4;15/04/1998
1998;4;27/04/1998
1998;4;28/04/1998
1998;4;30/04/1998
1998;5;07/05/1998
1998;5;22/05/1998
1998;5;26/05/1998
1998;5;27/05/1998
1998;6;01/06/1998
1998;6;03/06/1998
1998;6;09/06/1998
1998;6;11/06/1998
1998;6;11/06/1998
1998;6;22/06/1998
1998;6;24/06/1998
1998;6;30/06/1998
1998;7;01/07/1998
1998;7;02/07/1998
1998;7;06/07/1998
1998;7;06/07/1998
1998;7;07/07/1998
1998;7;10/07/1998
1998;7;10/07/1998
1998;7;10/07/1998
1998;7;16/07/1998
1998;7;17/07/1998
1998;7;20/07/1998
1998;7;24/07/1998
1998;7;24/07/1998
1998;7;25/07/1998
1998;7;29/07/1998
1998;7;29/07/1998
1998;7;29/07/1998
1998;7;30/07/1998
1998;8;01/08/1998
1998;8;01/08/1998
1998;8;03/08/1998
1998;8;03/08/1998
1998;8;03/08/1998
1998;8;03/08/1998
1998;8;04/08/1998
1998;8;05/08/1998
1998;8;07/08/1998
1998;8;10/08/1998
1998;8;11/08/1998
1998;8;11/08/1998
1998;8;11/08/1998
1998;8;11/08/1998
1998;8;11/08/1998
1998;8;13/08/1998
1998;8;15/08/1998
1998;8;15/08/1998
1998;8;15/08/1998
1998;8;16/08/1998
1998;8;17/08/1998
1998;8;17/08/1998
1998;8;19/08/1998
1998;8;21/08/1998
1998;8;21/08/1998
1998;8;23/08/1998
1998;8;24/08/1998
1998;8;24/08/1998
1998;8;24/08/1998
1998;8;24/08/1998
1998;8;24/08/1998
1998;8;28/08/1998
1998;8;28/08/1998
1998;8;29/08/1998
1998;8;31/08/1998
1998;9;01/09/1998
1998;9;01/09/1998
1998;9;01/09/1998
1998;9;01/09/1998
1998;9;04/09/1998
1998;9;04/09/1998
1998;9;04/09/1998
1998;9;05/09/1998
1998;9;07/09/1998
1998;9;07/09/1998
1998;9;09/09/1998
1998;9;09/09/1998
1998;9;09/09/1998
1998;9;09/09/1998
1998;9;09/09/1998
1998;9;10/09/1998
1998;9;13/09/1998
1998;9;14/09/1998
1998;9;14/09/1998
1998;9;14/09/1998
1998;9;14/09/1998
1998;9;14/09/1998
1998;9;15/09/1998
1998;9;15/09/1998
1998;9;16/09/1998
1998;9;17/09/1998
1998;9;17/09/1998
1998;9;17/09/1998
1998;9;17/09/1998
1998;9;17/09/1998
1998;9;18/09/1998
1998;9;21/09/1998
1998;9;21/09/1998
1998;9;21/09/1998
1998;9;21/09/1998
1998;9;21/09/1998
1998;9;22/09/1998
1998;9;25/09/1998
1998;9;25/09/1998
1998;9;25/09/1998
1998;9;28/09/1998
1998;9;29/09/1998
1998;9;29/09/1998
1998;9;30/09/1998
1998;9;30/09/1998
1998;9;30/09/1998
1998;10;01/10/1998
1998;10;02/10/1998
1998;10;02/10/1998
1998;10;02/10/1998
1998;10;05/10/1998
1998;10;05/10/1998
1998;10;05/10/1998
1998;10;05/10/1998
1998;10;05/10/1998
1998;10;05/10/1998
1998;10;05/10/1998
1998;10;06/10/1998
1998;10;06/10/1998
1998;10;07/10/1998
1998;10;07/10/1998
1998;10;07/10/1998
1998;10;07/10/1998
1998;10;07/10/1998
1998;10;08/10/1998
1998;10;09/10/1998
1998;10;09/10/1998
1998;10;09/10/1998
1998;10;09/10/1998
1998;10;12/10/1998
1998;10;12/10/1998
1998;10;12/10/1998
1998;10;13/10/1998
1998;10;13/10/1998
1998;10;14/10/1998
1998;10;14/10/1998
1998;10;15/10/1998
1998;10;16/10/1998
1998;10;16/10/1998
1998;10;16/10/1998
1998;10;19/10/1998
1998;10;20/10/1998
1998;10;20/10/1998
1998;10;20/10/1998
1998;10;21/10/1998
1998;10;22/10/1998
1998;10;23/10/1998
1998;10;26/10/1998
1998;10;26/10/1998
1998;10;26/10/1998
1998;10;27/10/1998
1998;10;27/10/1998
1998;10;28/10/1998
1998;10;29/10/1998
1998;10;30/10/1998
1998;10;30/10/1998
1998;10;30/10/1998
1998;10;30/10/1998
1998;10;30/10/1998
1998;11;02/11/1998
1998;11;02/11/1998
1998;11;02/11/1998
1998;11;03/11/1998
1998;11;03/11/1998
1998;11;04/11/1998
1998;11;04/11/1998
1998;11;05/11/1998
1998;11;06/11/1998
1998;11;06/11/1998
1998;11;06/11/1998
1998;11;08/11/1998
1998;11;09/11/1998
1998;11;09/11/1998
1998;11;10/11/1998
1998;11;10/11/1998
1998;11;11/11/1998
1998;11;11/11/1998
1998;11;11/11/1998
1998;11;11/11/1998
1998;11;11/11/1998
1998;11;12/11/1998
1998;11;12/11/1998
1998;11;12/11/1998
1998;11;12/11/1998
1998;11;12/11/1998
1998;11;13/11/1998
1998;11;13/11/1998
1998;11;13/11/1998
1998;11;13/11/1998
1998;11;13/11/1998
1998;11;13/11/1998
1998;11;14/11/1998
1998;11;15/11/1998
1998;11;15/11/1998
1998;11;16/11/1998
1998;11;17/11/1998
1998;11;17/11/1998
1998;11;17/11/1998
1998;11;17/11/1998
1998;11;17/11/1998
1998;11;17/11/1998
1998;11;17/11/1998
1998;11;18/11/1998
1998;11;18/11/1998
1998;11;18/11/1998
1998;11;18/11/1998
1998;11;18/11/1998
1998;11;19/11/1998
1998;11;19/11/1998
1998;11;19/11/1998
1998;11;19/11/1998
1998;11;20/11/1998
1998;11;20/11/1998
1998;11;20/11/1998
1998;11;20/11/1998
1998;11;20/11/1998
1998;11;20/11/1998
1998;11;21/11/1998
1998;11;22/11/1998
1998;11;23/11/1998
1998;11;23/11/1998
1998;11;24/11/1998
1998;11;24/11/1998
1998;11;24/11/1998
1998;11;25/11/1998
1998;11;25/11/1998
1998;11;25/11/1998
1998;11;26/11/1998
1998;11;26/11/1998
1998;11;27/11/1998
1998;11;27/11/1998
1998;11;27/11/1998
1998;11;27/11/1998
1998;11;27/11/1998
1998;11;27/11/1998
1998;11;27/11/1998
1998;11;27/11/1998
1998;11;27/11/1998
1998;11;27/11/1998
1998;11;28/11/1998
1998;11;30/11/1998
1998;11;30/11/1998
1998;11;30/11/1998
1998;11;30/11/1998
1998;11;30/11/1998
1998;11;30/11/1998
1998;11;30/11/1998
1998;11;30/11/1998
1998;12;01/12/1998
1998;12;01/12/1998
1998;12;01/12/1998
1998;12;01/12/1998
1998;12;02/12/1998
1998;12;02/12/1998
1998;12;02/12/1998
1998;12;02/12/1998
1998;12;03/12/1998
1998;12;03/12/1998
1998;12;03/12/1998
1998;12;03/12/1998
1998;12;03/12/1998
1998;12;03/12/1998
1998;12;04/12/1998
1998;12;04/12/1998
1998;12;04/12/1998
1998;12;04/12/1998
1998;12;04/12/1998
1998;12;04/12/1998
1998;12;05/12/1998
1998;12;06/12/1998
1998;12;07/12/1998
1998;12;07/12/1998
1998;12;07/12/1998
1998;12;08/12/1998
1998;12;08/12/1998
1998;12;08/12/1998
1998;12;08/12/1998
1998;12;08/12/1998
1998;12;09/12/1998
1998;12;09/12/1998
1998;12;11/12/1998
1998;12;11/12/1998
1998;12;11/12/1998
1998;12;12/12/1998
1998;12;12/12/1998
1998;12;14/12/1998
1998;12;14/12/1998
1998;12;14/12/1998
1998;12;14/12/1998
1998;12;14/12/1998
1998;12;15/12/1998
1998;12;15/12/1998
1998;12;15/12/1998
1998;12;16/12/1998
1998;12;16/12/1998
1998;12;17/12/1998
1998;12;17/12/1998
1998;12;17/12/1998
1998;12;17/12/1998
1998;12;17/12/1998
1998;12;18/12/1998
1998;12;20/12/1998
1998;12;21/12/1998
1998;12;21/12/1998
1998;12;21/12/1998
1998;12;21/12/1998
1998;12;21/12/1998
1998;12;21/12/1998
1998;12;21/12/1998
1998;12;21/12/1998
1998;12;21/12/1998
1998;12;22/12/1998
1998;12;22/12/1998
1998;12;22/12/1998
1998;12;24/12/1998
1998;12;25/12/1998
1998;12;26/12/1998
1998;12;26/12/1998
1998;12;28/12/1998
1998;12;28/12/1998
1998;12;28/12/1998
1998;12;28/12/1998
1998;12;28/12/1998
1998;12;28/12/1998
1998;12;28/12/1998
1998;12;28/12/1998
1998;12;29/12/1998
1998;12;29/12/1998
1998;12;29/12/1998
1998;12;29/12/1998
1998;12;29/12/1998
1998;12;30/12/1998
1998;12;30/12/1998
1998;12;30/12/1998
1998;12;31/12/1998
1998;12;31/12/1998
